,A,B,C,D,sun,mon,tue,wed,thu,fri,sat,x_diff,y_diff,weekend_total,weekday_total,weekday_avg,weekend_avg,wk_cost_prod,wk_cost_sell,margin_wkday,wkend_cost_prod,wkend_cost_sell,margin_wkend,distance_sq,disFCenterWell,line_charge,water_sold
25,20,270,110,110,80,28,23,54,32,19,52,90,-160,151,137,34.25,50.333333333333336,36.99,49.32,12.329999999999998,36.24,61.91,25.669999999999995,33700,183.58,16.52,131.58
26,20,280,110,110,20,9,42,10,38,46,98,90,-170,164,99,24.75,54.666666666666664,26.73,35.64,8.91,39.36,67.24,27.879999999999995,37000,192.35,17.31,123.8
27,20,290,110,110,74,31,0,50,46,84,60,90,-180,218,127,31.75,72.66666666666667,34.29,45.72,11.43,52.32,89.38,37.059999999999995,40500,201.25,22.14,161.96
28,20,300,110,110,32,59,53,27,9,50,67,90,-190,149,148,37.0,49.666666666666664,39.96,53.28,13.32,35.76,61.089999999999996,25.33,44200,210.24,23.13,141.62
29,30,20,110,110,74,59,3,27,21,0,61,80,90,135,110,27.5,45.0,29.700000000000003,39.6,9.899999999999999,32.4,55.349999999999994,22.949999999999996,14500,120.42,10.84,108.96
30,30,30,110,110,11,54,28,39,29,8,13,80,80,32,150,37.5,10.666666666666666,40.5,54.0,13.5,7.68,13.12,5.4399999999999995,12800,113.14,10.18,79.62
31,30,40,110,110,22,45,56,63,75,19,23,80,70,64,239,59.75,21.333333333333332,64.53,86.03999999999999,21.50999999999999,15.36,26.24,10.879999999999999,11300,106.3,9.57,125.51
32,30,50,110,110,23,57,27,53,33,18,35,80,60,76,170,42.5,25.333333333333332,45.900000000000006,61.199999999999996,15.29999999999999,18.24,31.159999999999997,12.919999999999998,10000,100.0,7.0,102.34
33,30,60,110,110,83,34,32,40,55,86,76,80,50,245,161,40.25,81.66666666666667,43.470000000000006,57.96,14.489999999999995,58.8,100.44999999999999,41.64999999999999,8900,94.34,6.6,169.96
34,30,70,110,110,50,51,58,67,29,46,11,80,40,107,205,51.25,35.666666666666664,55.35,73.8,18.449999999999996,25.68,43.87,18.189999999999998,8000,89.44,6.26,127.65
35,30,80,110,110,9,2,52,35,39,69,26,80,30,104,128,32.0,34.666666666666664,34.56,46.08,11.519999999999996,24.96,42.64,17.68,7300,85.44,5.98,97.54
36,30,90,110,110,66,43,29,18,53,63,93,80,20,222,143,35.75,74.0,38.61,51.48,12.869999999999997,53.28,91.02,37.739999999999995,6800,82.46,5.77,152.72
37,30,100,110,110,45,49,1,44,70,63,63,80,10,171,164,41.0,57.0,44.28,59.04,14.759999999999998,41.04,70.11,29.07,6500,80.62,5.64,138.83
38,30,110,110,110,63,41,34,24,14,53,23,80,0,139,113,28.25,46.333333333333336,30.51,40.68,10.169999999999998,33.36,56.989999999999995,23.629999999999995,6400,80.0,5.6,106.37
39,30,120,110,110,58,30,28,67,32,56,22,80,-10,136,157,39.25,45.333333333333336,42.39,56.519999999999996,14.129999999999995,32.64,55.76,23.119999999999997,6500,80.62,5.64,121.46
40,30,130,110,110,85,6,52,65,39,77,94,80,-20,256,162,40.5,85.33333333333333,43.74,58.32,14.579999999999998,61.44,104.96,43.519999999999996,6800,82.46,5.77,174.12
41,30,140,110,110,42,68,57,56,39,63,93,80,-30,198,220,55.0,66.0,59.400000000000006,79.2,19.799999999999997,47.519999999999996,81.17999999999999,33.66,7300,85.44,5.98,171.35
42,30,150,110,110,68,7,13,25,27,4,79,80,-40,151,72,18.0,50.333333333333336,19.44,25.919999999999998,6.479999999999997,36.24,61.91,25.669999999999995,8000,89.44,6.26,96.91
43,30,160,110,110,10,34,3,37,35,84,53,80,-50,147,109,27.25,49.0,29.430000000000003,39.24,9.809999999999999,35.28,60.269999999999996,24.989999999999995,8900,94.34,6.6,109.29
44,30,170,110,110,46,58,50,10,57,29,19,80,-60,94,175,43.75,31.333333333333332,47.25,63.0,15.75,22.56,38.54,15.98,10000,100.0,7.0,111.8
45,30,180,110,110,79,40,18,39,39,71,94,80,-70,244,136,34.0,81.33333333333333,36.72,48.96,12.240000000000002,58.559999999999995,100.03999999999999,41.48,11300,106.3,9.57,163.33
46,30,190,110,110,0,10,12,37,54,69,89,80,-80,158,113,28.25,52.666666666666664,30.51,40.68,10.169999999999998,37.92,64.78,26.86,12800,113.14,10.18,119.11
47,30,200,110,110,6,43,3,2,40,9,89,80,-90,104,88,22.0,34.666666666666664,23.76,31.68,7.919999999999998,24.96,42.64,17.68,14500,120.42,10.84,87.71
48,30,210,110,110,22,23,1,32,74,83,79,80,-100,184,130,32.5,61.333333333333336,35.1,46.8,11.699999999999996,44.16,75.44,31.28,16400,128.06,11.53,137.78
49,30,220,110,110,74,67,4,39,11,30,87,80,-110,191,121,30.25,63.666666666666664,32.67,43.559999999999995,10.889999999999993,45.839999999999996,78.31,32.470000000000006,18500,136.01,12.24,138.13
50,30,230,110,110,42,5,32,9,27,84,4,80,-120,130,73,18.25,43.333333333333336,19.71,26.279999999999998,6.569999999999997,31.2,53.3,22.099999999999998,20800,144.22,12.98,95.34
51,30,240,110,110,83,9,23,33,54,74,79,80,-130,236,119,29.75,78.66666666666667,32.13,42.839999999999996,10.709999999999994,56.64,96.75999999999999,40.11999999999999,23300,152.64,13.74,157.94
52,30,250,110,110,15,59,27,16,37,18,83,80,-140,116,139,34.75,38.666666666666664,37.53,50.04,12.509999999999998,27.84,47.559999999999995,19.719999999999995,26000,161.25,14.51,115.47
53,30,260,110,110,57,36,41,8,78,80,6,80,-150,143,163,40.75,47.666666666666664,44.010000000000005,58.68,14.669999999999995,34.32,58.629999999999995,24.309999999999995,28900,170.0,15.3,136.59
54,30,270,110,110,20,63,7,5,12,51,3,80,-160,74,87,21.75,24.666666666666668,23.490000000000002,31.32,7.829999999999998,17.759999999999998,30.34,12.580000000000002,32000,178.89,16.1,80.09
55,30,280,110,110,78,69,31,15,6,57,14,80,-170,149,121,30.25,49.666666666666664,32.67,43.559999999999995,10.889999999999993,35.76,61.089999999999996,25.33,35300,187.88,16.91,125.21
56,30,290,110,110,17,63,21,60,77,89,78,80,-180,184,221,55.25,61.333333333333336,59.67,79.56,19.89,44.16,75.44,31.28,38800,196.98,17.73,177.91
57,30,300,110,110,45,65,39,49,47,74,80,80,-190,199,200,50.0,66.33333333333333,54.0,72.0,18.0,47.76,81.58999999999999,33.82999999999999,42500,206.16,22.68,181.56
58,40,20,110,110,64,41,36,23,39,62,35,70,90,161,139,34.75,53.666666666666664,37.53,50.04,12.509999999999998,38.64,66.00999999999999,27.36999999999999,13000,114.02,10.26,130.1
59,40,30,110,110,63,2,45,62,8,16,94,70,80,173,117,29.25,57.666666666666664,31.590000000000003,42.12,10.529999999999994,41.519999999999996,70.92999999999999,29.409999999999997,11300,106.3,9.57,126.3
60,40,40,110,110,31,70,8,40,6,6,79,70,70,116,124,31.0,38.666666666666664,33.480000000000004,44.64,11.159999999999997,27.84,47.559999999999995,19.719999999999995,9800,98.99,6.93,102.1
61,40,50,110,110,20,31,35,59,33,29,59,70,60,108,158,39.5,36.0,42.660000000000004,56.879999999999995,14.219999999999992,25.919999999999998,44.279999999999994,18.359999999999996,8500,92.2,6.45,110.84
62,40,60,110,110,6,7,11,26,46,54,82,70,50,142,90,22.5,47.333333333333336,24.3,32.4,8.099999999999998,34.08,58.22,24.14,7400,86.02,6.02,99.54
63,40,70,110,110,66,6,30,13,73,32,74,70,40,172,122,30.5,57.333333333333336,32.940000000000005,43.92,10.979999999999997,41.28,70.52,29.239999999999995,6500,80.62,5.64,123.68
64,40,80,110,110,37,17,33,45,59,40,74,70,30,151,154,38.5,50.333333333333336,41.580000000000005,55.44,13.859999999999992,36.24,61.91,25.669999999999995,5800,76.16,5.33,126.36
65,40,90,110,110,82,39,1,20,65,64,76,70,20,222,125,31.25,74.0,33.75,45.0,11.25,53.28,91.02,37.739999999999995,5300,72.8,5.1,145.35
66,40,100,110,110,10,28,39,30,78,7,50,70,10,67,175,43.75,22.333333333333332,47.25,63.0,15.75,16.08,27.47,11.39,5000,70.71,4.95,98.28
67,40,110,110,110,4,10,49,63,47,56,73,70,0,133,169,42.25,44.333333333333336,45.63,60.839999999999996,15.209999999999994,31.919999999999998,54.529999999999994,22.609999999999996,4900,70.0,4.9,123.88
68,40,120,110,110,58,70,14,8,45,47,24,70,-10,129,137,34.25,43.0,36.99,49.32,12.329999999999998,30.959999999999997,52.88999999999999,21.929999999999996,5000,70.71,4.95,110.37
69,40,130,110,110,70,48,1,39,32,11,58,70,-20,139,120,30.0,46.333333333333336,32.400000000000006,43.199999999999996,10.79999999999999,33.36,56.989999999999995,23.629999999999995,5300,72.8,5.1,108.45
70,40,140,110,110,18,37,43,9,54,39,2,70,-30,59,143,35.75,19.666666666666668,38.61,51.48,12.869999999999997,14.16,24.189999999999998,10.029999999999998,5800,76.16,5.33,83.43
71,40,150,110,110,5,29,54,33,10,71,29,70,-40,105,126,31.5,35.0,34.02,45.36,11.339999999999996,25.2,43.05,17.849999999999998,6500,80.62,5.64,96.87
72,40,160,110,110,55,26,19,43,1,65,24,70,-50,144,89,22.25,48.0,24.03,32.04,8.009999999999998,34.56,59.04,24.479999999999997,7400,86.02,6.02,100.01
73,40,170,110,110,36,50,32,34,72,40,51,70,-60,127,188,47.0,42.333333333333336,50.760000000000005,67.67999999999999,16.919999999999987,30.48,52.07,21.59,8500,92.2,6.45,129.99
74,40,180,110,110,3,66,34,42,39,72,54,70,-70,129,181,45.25,43.0,48.870000000000005,65.16,16.289999999999992,30.959999999999997,52.88999999999999,21.929999999999996,9800,98.99,6.93,128.73
75,40,190,110,110,51,50,37,5,5,38,6,70,-80,95,97,24.25,31.666666666666668,26.19,34.92,8.73,22.8,38.949999999999996,16.149999999999995,11300,106.3,9.57,85.94
76,40,200,110,110,13,51,40,27,43,87,79,70,-90,179,161,40.25,59.666666666666664,43.470000000000006,57.96,14.489999999999995,42.96,73.39,30.43,13000,114.02,10.26,145.86
77,40,210,110,110,32,4,53,61,15,89,0,70,-100,121,133,33.25,40.333333333333336,35.910000000000004,47.879999999999995,11.969999999999992,29.04,49.61,20.57,14900,122.07,10.99,111.73
78,40,220,110,110,85,7,47,47,72,58,49,70,-110,192,173,43.25,64.0,46.71,62.28,15.57,46.08,78.72,32.64,17000,130.38,11.73,157.31
79,40,230,110,110,37,25,45,7,19,59,60,70,-120,156,96,24.0,52.0,25.92,34.56,8.64,37.44,63.959999999999994,26.519999999999996,19300,138.92,12.5,114.35
80,40,240,110,110,67,11,42,60,68,51,59,70,-130,177,181,45.25,59.0,48.870000000000005,65.16,16.289999999999992,42.48,72.57,30.089999999999996,21800,147.65,13.29,155.55
81,40,250,110,110,27,38,17,32,14,61,24,70,-140,112,101,25.25,37.333333333333336,27.270000000000003,36.36,9.089999999999996,26.88,45.919999999999995,19.039999999999996,24500,156.52,14.09,99.26
82,40,260,110,110,22,33,10,31,58,60,31,70,-150,113,132,33.0,37.666666666666664,35.64,47.519999999999996,11.879999999999995,27.119999999999997,46.33,19.21,27400,165.53,14.9,112.01
83,40,270,110,110,6,3,38,9,4,8,79,70,-160,93,54,13.5,31.0,14.580000000000002,19.439999999999998,4.859999999999996,22.32,38.129999999999995,15.809999999999995,30500,174.64,15.72,75.49
84,40,280,110,110,32,12,19,26,26,64,43,70,-170,139,83,20.75,46.333333333333336,22.41,29.88,7.469999999999999,33.36,56.989999999999995,23.629999999999995,33800,183.85,16.55,106.52
85,40,290,110,110,65,36,4,21,59,31,38,70,-180,134,120,30.0,44.666666666666664,32.400000000000006,43.199999999999996,10.79999999999999,32.16,54.94,22.78,37300,193.13,17.38,118.99
86,40,300,110,110,80,63,21,48,60,68,50,70,-190,198,192,48.0,66.0,51.84,69.12,17.28,47.519999999999996,81.17999999999999,33.66,41000,202.48,22.27,177.75
87,50,20,110,110,13,56,5,35,47,38,12,60,90,63,143,35.75,21.0,38.61,51.48,12.869999999999997,15.12,25.83,10.709999999999999,11700,108.17,9.74,89.66
88,50,30,110,110,54,29,60,42,25,58,16,60,80,128,156,39.0,42.666666666666664,42.120000000000005,56.16,14.039999999999992,30.72,52.48,21.759999999999998,10000,100.0,7.0,119.11
89,50,40,110,110,68,68,35,2,74,70,55,60,70,193,179,44.75,64.33333333333333,48.330000000000005,64.44,16.109999999999992,46.32,79.13,32.809999999999995,8500,92.2,6.45,154.52
90,50,50,110,110,22,17,19,2,1,7,2,60,60,31,39,9.75,10.333333333333334,10.530000000000001,14.04,3.509999999999998,7.4399999999999995,12.709999999999999,5.27,7200,84.85,5.94,33.67
91,50,60,110,110,17,20,26,50,80,45,62,60,50,124,176,44.0,41.333333333333336,47.52,63.36,15.839999999999996,29.759999999999998,50.839999999999996,21.08,6100,78.1,5.47,123.26
92,50,70,110,110,34,30,52,29,15,63,74,60,40,171,126,31.5,57.0,34.02,45.36,11.339999999999996,41.04,70.11,29.07,5200,72.11,5.05,124.14
93,50,80,110,110,26,47,13,45,39,19,6,60,30,51,144,36.0,17.0,38.88,51.839999999999996,12.959999999999994,12.24,20.91,8.67,4500,67.08,4.7,79.77
94,50,90,110,110,76,19,6,64,75,50,35,60,20,161,164,41.0,53.666666666666664,44.28,59.04,14.759999999999998,38.64,66.00999999999999,27.36999999999999,4000,63.25,4.43,133.36
95,50,100,110,110,1,69,40,15,14,11,87,60,10,99,138,34.5,33.0,37.260000000000005,49.68,12.419999999999995,23.759999999999998,40.589999999999996,16.83,3700,60.83,4.26,97.37
96,50,110,110,110,62,64,1,35,23,37,7,60,0,106,123,30.75,35.333333333333336,33.21,44.28,11.07,25.439999999999998,43.46,18.020000000000003,3600,60.0,4.2,94.7
97,50,120,110,110,52,11,29,28,17,24,40,60,-10,116,85,21.25,38.666666666666664,22.950000000000003,30.599999999999998,7.649999999999995,27.84,47.559999999999995,19.719999999999995,3700,60.83,4.26,84.89
98,50,130,110,110,54,40,44,61,59,66,55,60,-20,175,204,51.0,58.333333333333336,55.080000000000005,73.44,18.359999999999992,42.0,71.75,29.75,4000,63.25,4.43,154.11
99,50,140,110,110,84,7,30,63,17,33,54,60,-30,171,117,29.25,57.0,31.590000000000003,42.12,10.529999999999994,41.04,70.11,29.07,4500,67.08,4.7,120.44
100,50,150,110,110,72,15,28,41,79,18,100,60,-40,190,163,40.75,63.333333333333336,44.010000000000005,58.68,14.669999999999995,45.6,77.89999999999999,32.29999999999999,5200,72.11,5.05,145.88
101,50,160,110,110,75,33,56,63,53,77,54,60,-50,206,205,51.25,68.66666666666667,55.35,73.8,18.449999999999996,49.44,84.46,35.019999999999996,6100,78.1,5.47,168.64
102,50,170,110,110,43,22,39,37,26,19,52,60,-60,114,124,31.0,38.0,33.480000000000004,44.64,11.159999999999997,27.36,46.739999999999995,19.379999999999995,7200,84.85,5.94,100.24
103,50,180,110,110,12,18,55,39,55,41,18,60,-70,71,167,41.75,23.666666666666668,45.09,60.12,15.029999999999994,17.04,29.11,12.07,8500,92.2,6.45,98.55
104,50,190,110,110,20,68,38,7,10,66,17,60,-80,103,123,30.75,34.333333333333336,33.21,44.28,11.07,24.72,42.23,17.509999999999998,10000,100.0,7.0,96.32
105,50,200,110,110,37,67,31,48,29,50,42,60,-90,129,175,43.75,43.0,47.25,63.0,15.75,30.959999999999997,52.88999999999999,21.929999999999996,11700,108.17,9.74,129.4
106,50,210,110,110,46,10,24,17,12,60,41,60,-100,147,63,15.75,49.0,17.01,22.68,5.669999999999998,35.28,60.269999999999996,24.989999999999995,13600,116.62,10.5,96.25
107,50,220,110,110,25,58,21,40,72,22,45,60,-110,92,191,47.75,30.666666666666668,51.57,68.75999999999999,17.18999999999999,22.08,37.72,15.64,15700,125.3,11.28,121.29
108,50,230,110,110,69,10,12,44,48,68,73,60,-120,210,114,28.5,70.0,30.78,41.04,10.259999999999998,50.4,86.1,35.699999999999996,18000,134.16,12.07,143.39
109,50,240,110,110,18,62,27,4,44,85,25,60,-130,128,137,34.25,42.666666666666664,36.99,49.32,12.329999999999998,30.72,52.48,21.759999999999998,20500,143.18,12.89,118.13
110,50,250,110,110,29,15,38,13,15,19,67,60,-140,115,81,20.25,38.333333333333336,21.87,29.16,7.289999999999999,27.599999999999998,47.15,19.55,23200,152.32,13.71,92.72
111,50,260,110,110,44,14,27,44,64,70,55,60,-150,169,149,37.25,56.333333333333336,40.230000000000004,53.64,13.409999999999997,40.559999999999995,69.28999999999999,28.729999999999997,26100,161.55,14.54,141.59
112,50,270,110,110,62,34,51,35,67,9,85,60,-160,156,187,46.75,52.0,50.49,67.32,16.82999999999999,37.44,63.959999999999994,26.519999999999996,29200,170.88,15.38,151.06
113,50,280,110,110,66,23,21,7,46,35,18,60,-170,119,97,24.25,39.666666666666664,26.19,34.92,8.73,28.56,48.79,20.23,32500,180.28,16.23,102.94
114,50,290,110,110,8,53,8,11,16,44,67,60,-180,119,88,22.0,39.666666666666664,23.76,31.68,7.919999999999998,28.56,48.79,20.23,36000,189.74,17.08,100.48
115,50,300,110,110,46,15,55,66,59,68,31,60,-190,145,195,48.75,48.333333333333336,52.650000000000006,70.2,17.549999999999997,34.8,59.449999999999996,24.65,39700,199.25,17.93,152.01
116,60,20,110,110,76,21,55,69,63,67,86,50,90,229,208,52.0,76.33333333333333,56.160000000000004,74.88,18.71999999999999,54.96,93.89,38.93,10600,102.96,9.27,183.38
117,60,30,110,110,70,18,60,42,30,18,45,50,80,133,150,37.5,44.333333333333336,40.5,54.0,13.5,31.919999999999998,54.529999999999994,22.609999999999996,8900,94.34,6.6,118.58
118,60,40,110,110,81,5,60,57,10,86,51,50,70,218,132,33.0,72.66666666666667,35.64,47.519999999999996,11.879999999999995,52.32,89.38,37.059999999999995,7400,86.02,6.02,147.21
119,60,50,110,110,68,17,33,9,14,0,77,50,60,145,73,18.25,48.333333333333336,19.71,26.279999999999998,6.569999999999997,34.8,59.449999999999996,24.65,6100,78.1,5.47,93.94
120,60,60,110,110,35,1,17,53,65,81,76,50,50,192,136,34.0,64.0,36.72,48.96,12.240000000000002,46.08,78.72,32.64,5000,70.71,4.95,136.61
121,60,70,110,110,11,18,3,5,52,57,93,50,40,161,78,19.5,53.666666666666664,21.060000000000002,28.08,7.019999999999996,38.64,66.00999999999999,27.36999999999999,4100,64.03,4.48,101.53
122,60,80,110,110,34,27,33,7,22,24,92,50,30,150,89,22.25,50.0,24.03,32.04,8.009999999999998,36.0,61.49999999999999,25.499999999999993,3400,58.31,4.08,100.55
123,60,90,110,110,30,68,35,32,53,64,58,50,20,152,188,47.0,50.666666666666664,50.760000000000005,67.67999999999999,16.919999999999987,36.48,62.31999999999999,25.839999999999996,2900,53.85,3.77,137.78
124,60,100,110,110,32,49,25,70,29,39,76,50,10,147,173,43.25,49.0,46.71,62.28,15.57,35.28,60.269999999999996,24.989999999999995,2600,50.99,3.57,129.9
125,60,110,110,110,26,41,44,3,58,61,17,50,0,104,146,36.5,34.666666666666664,39.42,52.559999999999995,13.139999999999993,24.96,42.64,17.68,2500,50.0,3.5,101.66
126,60,120,110,110,44,39,26,57,52,35,48,50,-10,127,174,43.5,42.333333333333336,46.980000000000004,62.64,15.659999999999997,30.48,52.07,21.59,2600,50.99,3.57,121.83
127,60,130,110,110,68,53,57,8,55,17,90,50,-20,175,173,43.25,58.333333333333336,46.71,62.28,15.57,42.0,71.75,29.75,2900,53.85,3.77,141.93
128,60,140,110,110,59,17,32,42,36,24,4,50,-30,87,127,31.75,29.0,34.29,45.72,11.43,20.88,35.669999999999995,14.789999999999996,3400,58.31,4.08,88.03
129,60,150,110,110,79,62,19,9,4,16,99,50,-40,194,94,23.5,64.66666666666667,25.380000000000003,33.839999999999996,8.459999999999994,46.559999999999995,79.53999999999999,32.98,4100,64.03,4.48,121.4
130,60,160,110,110,52,45,38,46,15,42,15,50,-50,109,144,36.0,36.333333333333336,38.88,51.839999999999996,12.959999999999994,26.16,44.69,18.529999999999998,5000,70.71,4.95,104.52
131,60,170,110,110,8,24,35,69,47,10,96,50,-60,114,175,43.75,38.0,47.25,63.0,15.75,27.36,46.739999999999995,19.379999999999995,6100,78.1,5.47,118.67
132,60,180,110,110,11,9,43,47,62,52,72,50,-70,135,161,40.25,45.0,43.470000000000006,57.96,14.489999999999995,32.4,55.349999999999994,22.949999999999996,7400,86.02,6.02,122.91
133,60,190,110,110,15,43,26,1,71,27,77,50,-80,119,141,35.25,39.666666666666664,38.07,50.76,12.689999999999998,28.56,48.79,20.23,8900,94.34,6.6,109.33
134,60,200,110,110,43,28,21,2,11,72,56,50,-90,171,62,15.5,57.0,16.740000000000002,22.32,5.579999999999998,41.04,70.11,29.07,10600,102.96,9.27,104.75
135,60,210,110,110,69,35,39,17,3,14,51,50,-100,134,94,23.5,44.666666666666664,25.380000000000003,33.839999999999996,8.459999999999994,32.16,54.94,22.78,12500,111.8,10.06,101.81
136,60,220,110,110,75,57,59,45,80,24,7,50,-110,106,241,60.25,35.333333333333336,65.07000000000001,86.75999999999999,21.689999999999984,25.439999999999998,43.46,18.020000000000003,14600,120.83,10.87,145.32
137,60,230,110,110,31,6,29,4,58,17,2,50,-120,50,97,24.25,16.666666666666668,26.19,34.92,8.73,12.0,20.5,8.5,16900,130.0,11.7,69.13
138,60,240,110,110,48,34,15,4,10,62,6,50,-130,116,63,15.75,38.666666666666664,17.01,22.68,5.669999999999998,27.84,47.559999999999995,19.719999999999995,19400,139.28,12.54,85.26
139,60,250,110,110,29,8,11,8,79,33,31,50,-140,93,106,26.5,31.0,28.62,38.16,9.539999999999996,22.32,38.129999999999995,15.809999999999995,22100,148.66,13.38,92.36
140,60,260,110,110,73,34,56,45,16,82,1,50,-150,156,151,37.75,52.0,40.77,54.36,13.589999999999996,37.44,63.959999999999994,26.519999999999996,25000,158.11,14.23,136.53
141,60,270,110,110,54,59,45,38,0,23,53,50,-160,130,142,35.5,43.333333333333336,38.34,51.12,12.779999999999994,31.2,53.3,22.099999999999998,28100,167.63,15.09,123.1
142,60,280,110,110,44,40,18,48,14,84,73,50,-170,201,120,30.0,67.0,32.400000000000006,43.199999999999996,10.79999999999999,48.239999999999995,82.41,34.17,31400,177.2,15.95,145.81
143,60,290,110,110,5,55,18,41,61,15,61,50,-180,81,175,43.75,27.0,47.25,63.0,15.75,19.439999999999998,33.21,13.770000000000003,34900,186.82,16.81,116.41
144,60,300,110,110,49,4,59,46,6,40,64,50,-190,153,115,28.75,51.0,31.05,41.4,10.349999999999998,36.72,62.73,26.009999999999998,38600,196.47,17.68,125.46
145,70,20,110,110,49,41,2,19,28,4,83,40,90,136,90,22.5,45.333333333333336,24.3,32.4,8.099999999999998,32.64,55.76,23.119999999999997,9700,98.49,6.89,97.9
146,70,30,110,110,21,22,32,3,39,63,21,40,80,105,96,24.0,35.0,25.92,34.56,8.64,25.2,43.05,17.849999999999998,8000,89.44,6.26,86.39
