,HAX,HAY,PW1X,PW1Y,PW2X,PW2Y,WWX,WWY,BOLX,BOLY,GDALX,GDALY,GSURFX,GSURFY,H2OX,H2OY,sun,mon,tue,wed,thu,fri,sat,Company,distance_dsH2OE,distance_dsGSF,distance_dsP1,distance_dsGD,distance_BOL,distance_dsWW,distance_dsP2,distance_GroundSurf,distance_H2OE,distance_PWl,distance_PW2,distance_GDAL,distance_BOLE,distance_WW,weekend_total,weekday_total,weekday_avg,weekend_avg,wk_cost_prod,wk_cost_sell,wk_cost_prodpriv,wk_cost_sellpriv,margin_wkday,margin_wkdaypriv,wkend_cost_prod,wkend_cost_sell,wkend_cost_prodpriv,wkend_cost_sellpriv,margin_wkend,margin_wkendpriv,line_chargePWells_2,line_charge_WWII,line_charge_GDAL,line_charge_GSURF,line_charge_H2OE,line_charge_BOLE,line_chargePWells_1,water_billPW2,water_billWWII,water_billGDAL,water_billGSURF,water_billH20E,water_billBOLE,water_billPW1
13,20,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,34,46,36,25,30,77,Ground Surf,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0,129,141,35.25,43.0,38.07,50.76,40.89,57.809999999999995,12.689999999999998,16.919999999999995,30.959999999999997,52.88999999999999,32.25,47.73,21.929999999999996,15.479999999999997,2.17,7.02,23.2,76.32,16.92,2.48,25.85,108.99,113.99,130.66,185.37,124.19,109.31,133.38
14,20,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,58,33,44,33,34,66,H2O Engine,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0,183,168,42.0,61.0,45.36,60.48,48.72,68.88,15.119999999999997,20.159999999999997,43.92,75.03,45.75,67.71,31.11,21.959999999999994,1.47,6.42,22.2,74.72,16.02,1.68,24.75,141.09,146.19,162.44,216.54,156.08,141.31,165.07
15,20,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,61,3,7,66,62,51,Bowles W&S,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0,147,137,34.25,49.0,36.99,49.32,39.73,56.169999999999995,12.329999999999998,16.439999999999998,35.28,60.269999999999996,36.75,54.39,24.989999999999995,17.64,0.77,5.82,21.2,73.12,15.12,0.88,23.65,113.67,118.87,134.71,188.19,128.45,113.78,137.24
16,20,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,63,23,9,49,61,50,26,Ground Surf,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0,139,142,35.5,46.333333333333336,38.34,51.12,41.18,58.22,12.779999999999994,17.04,33.36,56.989999999999995,34.75,51.43,23.629999999999995,16.68,0.07,5.22,20.2,71.52,14.22,0.08,22.55,111.43,116.73,132.16,185.02,126.0,111.44,134.58
17,20,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,29,17,23,25,50,3,52,Bowles W&S,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0,84,115,28.75,28.0,31.05,41.4,33.349999999999994,47.15,10.349999999999998,13.800000000000004,20.16,34.44,21.0,31.08,14.279999999999998,10.079999999999998,0.63,4.62,19.2,69.92,13.32,0.72,17.55,78.76,82.87,97.89,150.13,91.83,78.86,96.19
18,20,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,29,34,57,37,2,82,59,Public Well 1,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0,170,130,32.5,56.666666666666664,35.1,46.8,37.699999999999996,53.3,11.699999999999996,15.600000000000001,40.8,69.7,42.5,62.9,28.900000000000006,20.4,1.33,4.02,18.2,68.32,12.42,1.52,16.65,121.36,124.14,138.74,190.36,132.79,121.56,137.14
19,20,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,57,63,18,15,59,6,39,Bowles W&S,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0,102,155,38.75,34.0,41.85,55.8,44.949999999999996,63.55,13.949999999999996,18.6,24.48,41.82,25.5,37.74,17.34,12.240000000000002,2.03,3.42,17.2,66.72,11.52,2.32,15.75,102.64,104.07,118.26,169.27,112.41,102.94,116.77
20,20,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,2,41,56,34,49,35,79,Ground Surf,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0,116,180,45.0,38.666666666666664,48.6,64.8,52.199999999999996,73.8,16.199999999999996,21.6,27.84,47.559999999999995,29.0,42.92,19.719999999999995,13.920000000000002,2.73,2.82,16.2,65.12,8.26,3.12,14.85,118.54,118.64,132.42,182.8,124.24,118.94,131.03
21,20,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,30,26,51,36,17,47,13,Ground Surf,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0,90,130,32.5,30.0,35.1,46.8,37.699999999999996,53.3,11.699999999999996,15.600000000000001,21.599999999999998,36.9,22.5,33.3,15.3,10.799999999999997,3.43,2.22,15.2,63.52,7.56,3.92,13.95,89.74,88.5,101.87,151.64,94.0,90.25,100.58
22,20,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,28,24,30,22,31,64,91,H2O Engine,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0,183,107,26.75,61.0,28.89,38.519999999999996,31.029999999999998,43.87,9.629999999999995,12.84,43.92,75.03,45.75,67.71,31.11,21.959999999999994,4.13,1.62,9.94,61.92,6.86,4.72,13.05,121.21,118.63,127.19,180.73,124.02,121.82,130.4
23,20,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,0,0,59,1,45,50,44,Glendale Wells,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0,94,105,26.25,31.333333333333332,28.35,37.8,30.45,43.05,9.449999999999996,12.599999999999998,22.56,38.54,23.5,34.78,15.98,11.280000000000001,4.83,1.02,9.24,60.32,6.16,5.52,12.15,83.61,79.68,88.15,140.76,84.98,84.32,91.14
24,20,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,39,34,45,62,17,13,Water Works II,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0,64,180,45.0,21.333333333333332,48.6,64.8,52.199999999999996,73.8,16.199999999999996,21.6,15.36,26.24,16.0,23.68,10.879999999999999,7.68,5.53,0.42,8.54,58.72,5.46,6.32,11.25,99.47,94.2,102.57,154.25,99.39,100.28,105.36
25,20,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,58,46,57,4,23,23,Public Well 1,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0,64,165,41.25,21.333333333333332,44.550000000000004,59.4,47.849999999999994,67.64999999999999,14.849999999999994,19.799999999999997,15.36,26.24,16.0,23.68,10.879999999999999,7.68,6.23,0.18,7.84,57.12,4.76,7.12,10.35,94.63,88.39,96.28,147.04,93.11,95.54,98.87
26,20,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,6,2,3,19,66,22,21,Public Well 2,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0,49,90,22.5,16.333333333333332,24.3,32.4,26.099999999999998,36.9,8.099999999999998,10.8,11.76,20.09,12.25,18.13,8.33,5.879999999999999,6.93,0.78,7.14,55.52,4.06,7.92,9.45,61.2,54.87,61.42,111.25,58.25,62.22,63.8
27,20,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,38,15,57,52,73,41,Bowles W&S,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0,140,162,40.5,46.666666666666664,43.74,58.32,46.98,66.42,14.579999999999998,19.440000000000005,33.6,57.4,35.0,51.8,23.799999999999997,16.799999999999997,9.81,1.38,6.44,53.92,3.36,8.72,6.65,129.3,120.61,125.82,174.73,122.65,128.17,126.04
28,20,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,23,26,3,16,27,22,23,Ground Surf,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0,68,72,18.0,22.666666666666668,19.44,25.919999999999998,20.88,29.52,6.479999999999997,8.64,16.32,27.88,17.0,25.16,11.559999999999999,8.16,10.71,1.98,5.74,52.32,2.66,9.52,5.95,66.45,57.45,61.33,109.3,58.15,65.22,61.54
29,30,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,52,22,67,26,13,12,Water Works II,94864,356409,126025,123904,22801,3154956561,22801,597.0,308.0,355.0,151.0,352.0,151.0,237.0,96,167,41.75,32.0,45.09,60.12,48.43,68.47,15.029999999999994,20.04,23.04,39.36,24.0,35.519999999999996,16.32,11.519999999999996,13.59,18.96,49.28,95.52,46.2,16.61,46.15,116.46,121.99,153.22,200.85,150.05,119.57,150.0
30,30,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,38,6,41,14,24,56,38,Ground Surf,88804,344569,119025,116964,19881,2655237841,19881,587.0,298.0,345.0,141.0,342.0,141.0,227.0,132,85,21.25,44.0,22.950000000000003,30.599999999999998,24.65,34.85,7.649999999999995,10.200000000000003,31.68,54.12,33.0,48.839999999999996,22.439999999999998,15.839999999999996,12.69,18.16,47.88,93.92,44.7,15.51,44.85,100.33,105.97,136.58,184.0,133.3,103.24,133.46
31,30,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,58,2,40,2,50,63,58,Bowles W&S,82944,332929,112225,110224,17161,2217373921,17161,577.0,288.0,335.0,131.0,332.0,131.0,217.0,179,94,23.5,59.666666666666664,25.380000000000003,33.839999999999996,27.259999999999998,38.54,8.459999999999994,11.280000000000001,42.96,73.39,44.75,66.23,30.43,21.480000000000004,11.79,17.36,46.48,92.32,43.2,10.48,43.55,122.59,128.33,158.32,205.54,154.94,121.24,155.3
32,30,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,5,11,5,13,1,76,Bowles W&S,77284,321489,105625,103684,14641,1836036801,14641,567.0,278.0,325.0,121.0,322.0,121.0,207.0,112,34,8.5,37.333333333333336,9.18,12.24,9.86,13.94,3.0600000000000005,4.08,26.88,45.919999999999995,28.0,41.44,19.039999999999996,13.439999999999998,10.89,16.56,45.08,90.72,41.7,9.68,42.25,71.12,76.96,106.34,153.35,102.86,69.88,103.42
33,30,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,64,0,30,27,45,77,49,Ground Surf,71824,310249,99225,97344,12321,1506138481,12321,557.0,268.0,315.0,111.0,312.0,111.0,197.0,190,102,25.5,63.333333333333336,27.540000000000003,36.72,29.58,41.82,9.179999999999996,12.240000000000002,45.6,77.89999999999999,47.5,70.3,32.29999999999999,22.799999999999997,9.99,15.76,43.68,89.12,40.2,8.88,40.95,128.35,134.29,163.05,209.85,159.46,127.2,160.24
34,30,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,76,3,38,14,24,75,31,H2O Engine,66564,299209,93025,91204,10201,1222830961,10201,547.0,258.0,305.0,101.0,302.0,101.0,187.0,182,79,19.75,60.666666666666664,21.330000000000002,28.439999999999998,22.91,32.39,7.109999999999996,9.48,43.68,74.61999999999999,45.5,67.34,30.93999999999999,21.840000000000003,9.09,14.96,42.28,87.52,38.7,8.08,39.65,115.51,121.56,149.7,196.3,146.01,114.47,146.99
35,30,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,57,7,6,56,42,88,52,Water Works II,61504,288369,87025,85264,8281,981506241,8281,537.0,248.0,295.0,91.0,292.0,91.0,177.0,197,111,27.75,65.66666666666667,29.970000000000002,39.96,32.19,45.51,9.989999999999998,13.32,47.28,80.77,49.25,72.89,33.489999999999995,23.64,6.37,14.16,40.88,85.92,32.24,7.28,32.45,130.91,138.94,166.46,212.85,157.56,131.85,157.78
36,30,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,40,35,50,54,24,0,17,Ground Surf,56644,277729,81225,79524,6561,777796321,6561,527.0,238.0,285.0,81.0,282.0,81.0,167.0,57,163,40.75,19.0,44.010000000000005,58.68,47.269999999999996,66.83,14.669999999999995,19.560000000000002,13.68,23.369999999999997,14.25,21.09,9.689999999999998,6.84,5.67,13.36,39.48,84.32,30.94,6.48,31.35,90.35,98.27,125.18,171.36,116.38,91.19,116.8
37,30,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,40,46,43,31,58,28,38,Glendale Wells,51984,267289,75625,73984,5041,607573201,5041,517.0,228.0,275.0,71.0,272.0,71.0,157.0,106,178,44.5,35.333333333333336,48.06,64.08,51.62,72.97999999999999,16.019999999999996,21.359999999999992,25.439999999999998,43.46,26.5,39.22,18.020000000000003,12.719999999999999,4.97,12.56,38.08,82.72,29.64,5.68,30.25,115.89,123.7,149.99,195.97,141.3,116.62,141.92
38,30,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,61,17,17,31,33,44,59,Ground Surf,47524,257049,70225,68644,3721,466948881,3721,507.0,218.0,265.0,61.0,262.0,61.0,147.0,164,98,24.5,54.666666666666664,26.46,35.28,28.419999999999998,40.18,8.82,11.760000000000002,39.36,67.24,41.0,60.68,27.879999999999995,19.68,4.27,11.76,36.68,81.12,28.34,4.88,29.15,109.99,117.71,143.38,189.15,134.79,110.62,135.62
39,30,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,66,65,31,24,75,45,21,H2O Engine,43264,247009,65025,63504,2601,352275361,2601,497.0,208.0,255.0,51.0,252.0,51.0,137.0,132,195,48.75,44.0,52.650000000000006,70.2,56.55,79.94999999999999,17.549999999999997,23.39999999999999,31.68,54.12,33.0,48.839999999999996,22.439999999999998,15.839999999999996,3.57,10.96,35.28,79.52,27.04,4.08,28.05,131.73,139.34,164.39,209.96,155.9,132.25,156.94
40,30,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,2,22,17,59,55,84,13,Bowles W&S,39204,237169,60025,58564,1681,260144641,1681,487.0,198.0,245.0,41.0,242.0,41.0,127.0,99,153,38.25,33.0,41.31,55.08,44.37,62.73,13.769999999999996,18.36,23.759999999999998,40.589999999999996,24.75,36.63,16.83,11.880000000000003,2.87,10.16,24.2,77.92,17.82,3.28,26.95,101.5,109.0,123.47,178.8,116.89,101.92,126.3
41,30,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,64,48,34,43,65,12,Bowles W&S,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0,116,189,47.25,38.666666666666664,51.03,68.03999999999999,54.809999999999995,77.49,17.00999999999999,22.68,27.84,47.559999999999995,29.0,42.92,19.719999999999995,13.920000000000002,2.17,7.02,23.2,76.32,16.92,2.48,25.85,121.3,126.3,142.96,197.68,136.5,121.62,145.69
42,30,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,21,66,49,39,49,55,89,Bowles W&S,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0,165,203,50.75,55.0,54.81,73.08,58.87,83.22999999999999,18.269999999999996,24.359999999999992,39.6,67.64999999999999,41.25,61.05,28.04999999999999,19.799999999999997,1.47,6.42,22.2,74.72,16.02,1.68,24.75,146.47,151.56,167.82,221.91,161.45,146.68,170.44
43,30,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,41,37,41,28,5,71,Ground Surf,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0,111,147,36.75,37.0,39.690000000000005,52.919999999999995,42.629999999999995,60.269999999999996,13.22999999999999,17.64,26.64,45.51,27.75,41.07,18.869999999999997,13.32,0.77,5.82,21.2,73.12,15.12,0.88,23.65,102.18,107.38,123.22,176.7,116.96,102.29,125.74
44,30,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,62,22,1,38,29,35,29,Public Well 1,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0,126,90,22.5,42.0,24.3,32.4,26.099999999999998,36.9,8.099999999999998,10.8,30.24,51.66,31.5,46.62,21.419999999999998,15.119999999999997,0.07,5.22,20.2,71.52,14.22,0.08,22.55,86.65,91.96,107.39,160.25,101.23,86.66,109.81
45,30,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,40,69,31,49,75,35,53,Bowles W&S,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0,128,224,56.0,42.666666666666664,60.480000000000004,80.64,64.96,91.83999999999999,20.159999999999997,26.879999999999995,30.72,52.48,32.0,47.36,21.759999999999998,15.36,0.63,4.62,19.2,69.92,13.32,0.72,17.55,137.76,141.87,156.89,209.13,150.83,137.86,155.19
46,30,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,66,41,40,47,5,38,35,Public Well 2,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0,139,133,33.25,46.333333333333336,35.910000000000004,47.879999999999995,38.57,54.529999999999994,11.969999999999992,15.959999999999994,33.36,56.989999999999995,34.75,51.43,23.629999999999995,16.68,1.33,4.02,18.2,68.32,12.42,1.52,16.65,109.39,112.16,126.76,178.39,120.81,109.58,125.17
47,30,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,17,16,25,34,90,90,Public Well 2,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0,184,92,23.0,61.333333333333336,24.840000000000003,33.12,26.68,37.72,8.279999999999994,11.04,44.16,75.44,46.0,68.08,31.28,22.08,2.03,3.42,17.2,66.72,11.52,2.32,15.75,113.91,115.34,129.53,180.54,123.68,114.21,128.04
48,30,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,58,18,57,59,25,8,63,Ground Surf,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0,129,159,39.75,43.0,42.93,57.239999999999995,46.11,65.19,14.309999999999995,19.08,30.959999999999997,52.88999999999999,32.25,47.73,21.929999999999996,15.479999999999997,2.73,2.82,16.2,65.12,8.26,3.12,14.85,116.25,116.34,130.12,180.51,121.94,116.65,128.73
49,30,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,56,24,13,0,34,69,35,Public Well 2,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0,160,71,17.75,53.333333333333336,19.17,25.56,20.59,29.11,6.389999999999997,8.52,38.4,65.6,40.0,59.2,27.199999999999996,19.200000000000003,3.43,2.22,15.2,63.52,7.56,3.92,13.95,97.43,96.18,109.55,159.32,101.68,97.93,108.26
50,30,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,46,13,60,13,71,30,81,Water Works II,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0,157,157,39.25,52.333333333333336,42.39,56.519999999999996,45.529999999999994,64.36999999999999,14.129999999999995,18.839999999999996,37.68,64.36999999999999,39.25,58.089999999999996,26.68999999999999,18.839999999999996,4.13,1.62,9.94,61.92,6.86,4.72,13.05,128.77,126.19,134.75,188.29,131.58,129.38,137.96
51,30,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,39,22,21,3,63,49,Public Well 2,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0,183,85,21.25,61.0,22.950000000000003,30.599999999999998,24.65,34.85,7.649999999999995,10.200000000000003,43.92,75.03,45.75,67.71,31.11,21.959999999999994,4.83,1.02,9.24,60.32,6.16,5.52,12.15,113.77,109.85,118.32,170.93,115.14,114.48,121.31
52,30,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,73,2,38,35,71,38,4,Public Well 1,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0,115,146,36.5,38.333333333333336,39.42,52.559999999999995,42.339999999999996,59.86,13.139999999999993,17.520000000000003,27.599999999999998,47.15,28.75,42.55,19.55,13.799999999999997,5.53,0.42,8.54,58.72,5.46,6.32,11.25,108.4,103.13,111.5,163.18,108.33,109.21,114.29
